id,x,y,radius,is_spanning
0,166.203,262.501,2,0
1,577.558,32.8362,2,0
2,491.27,100.325,2,0
3,358.039,63.408,2,0
4,512.513,28.7696,2,0
5,53.5981,230.599,2,0
6,502.203,31.4368,2,0
7,503.992,36.3705,2,0
8,20.0785,295.478,2,0
9,197.209,86.2793,2,0
10,571.596,105.884,2,0
11,1.06367,14.8892,2,0
12,31.7819,90.6483,2,0
13,394.176,298,2,0
14,570.143,133.882,2,0
15,207.098,146.78,2,0
16,350.675,89.8005,2,0
17,105.836,245.216,2,0
18,119.347,230.761,2,0
19,199.796,249.03,2,0
20,232.166,251.059,2,0
21,347.408,100.782,2,0
22,43.5297,196.117,2,0
23,495.218,161.808,2,0
24,512.281,259.137,2,0
25,526.92,201.353,2,0
26,559.781,63.328,2,0
27,139.273,151.434,2,0
28,515.011,197.703,2,0
29,126.296,120.921,2,0
30,10.9514,177.199,2,0
31,495.84,8.40084,2,0
32,117.578,262.642,2,0
33,416.465,109.174,2,0
34,402.987,85.6936,2,0
35,71.1125,135.209,2,0
36,294.122,146.491,2,0
37,574.385,218.43,2,0
38,328.084,288.265,2,0
39,546.024,90.257,2,0
40,258.628,66.8951,2,0
41,246.62,80.9987,2,0
42,40.7338,63.0253,2,0
43,495.8,87.0123,2,0
44,81.9279,254.079,2,0
45,43.2575,172.809,2,0
46,251.599,128.524,2,0
47,568.374,208.8,2,0
48,188.499,86.4125,2,0
49,462.67,105.758,2,0
50,389.701,7.91393,2,0
51,559.165,84.1502,2,0
52,390.583,163.018,2,0
53,516.495,127.312,2,0
54,90.0239,89.4775,2,0
55,35.9894,243.569,2,0
56,197.412,227.314,2,0
57,482.953,12.4404,2,0
58,461.985,162.456,2,0
59,29.8917,165.975,2,0
60,169.47,259.948,2,0
61,31.9465,240.646,2,0
62,262.179,195.611,2,0
63,236.562,42.7346,2,0
64,491.77,259.307,2,0
65,97.5478,244.697,2,0
66,218.758,146.652,2,0
67,518.626,232.351,2,0
68,244.01,2,2,0
69,59.3342,206.445,2,0
70,424.292,2,2,0
71,591.375,158.544,2,0
72,198.391,72.3369,2,0
73,397.926,54.2796,2,0
74,595.299,210.556,2,0
75,50.7467,87.7701,2,0
76,543.961,93.8336,2,0
77,91.1118,145.05,2,0
78,6.95806,223.416,2,0
79,549.193,280.967,2,0
80,353.138,267.265,2,0
81,164.129,115.846,2,0
82,467.15,294.045,2,0
83,221.853,139.348,2,0
84,260.444,83.1087,2,0
85,211.292,91.5979,2,0
86,135.854,215.709,2,0
87,408.84,155.651,2,0
88,552.252,238.273,2,0
89,266.472,57.9242,2,0
90,20.3148,197.807,2,0
91,399.789,169.79,2,0
92,211.634,157.527,2,0
93,402.511,254.746,2,0
94,501.173,22.844,2,0
95,370.376,74.7629,2,0
96,445.676,193.72,2,0
97,509.284,95.3995,2,0
98,363.429,2,2,0
99,471.651,111.757,2,0
100,479.21,243.766,2,0
101,87.9439,93.0693,2,0
102,412.841,278.291,2,0
103,303.941,79.9862,2,0
104,432.901,168.036,2,0
105,220.269,171.403,2,0
106,156.273,191.108,2,0
107,276.154,19.8889,2,0
108,264.667,9.04175,2,0
109,592.768,114.843,2,0
110,442.609,212,2,0
111,249.153,192.421,2,0
112,530.963,85.4278,2,0
113,207.389,263.726,2,0
114,293.915,100.571,2,0
115,302.461,298,2,0
116,279.379,298,2,0
117,336.341,294.137,2,0
118,36.5086,259.417,2,0
119,516.283,156.29,2,0
120,276.296,266.192,2,0
121,160.76,103.655,2,0
122,0.514982,271.984,2,0
123,509.139,154.602,2,0
124,51.3173,139.184,2,0
125,402.111,109.473,2,0
126,562.925,166.116,2,0
127,594.029,167.59,2,0
128,139.707,82.718,2,0
129,312.701,158.966,2,0
130,398.296,46.3489,2,0
131,85.2821,221.177,2,0
132,493.176,90.0347,2,0
133,470.565,7.0533,2,0
134,239.041,298,2,0
135,294.569,173.272,2,0
136,481.102,159.819,2,0
137,186.099,278.384,2,0
138,282.832,268.659,2,0
139,480.93,274.935,2,0
140,364.578,83.5986,2,0
141,169.294,279.471,2,0
142,557.137,2,2,0
143,467.889,46.0143,2,0
144,352.136,71.0859,2,0
145,506.134,92.7876,2,0
146,15.0618,81.3408,2,0
147,11.2306,130.031,2,0
148,48.7884,245.105,2,0
149,204.33,78.0988,2,0
150,14.4877,257.378,2,0
151,511.685,255.073,2,0
152,62.5925,287.711,2,0
153,41.3836,2,2,0
154,452.063,24.2827,2,0
155,566.603,287.684,2,0
156,236.818,240.427,2,0
157,229.794,75.3217,2,0
158,493.167,81.2726,2,0
159,409.764,80.7289,2,0
160,58.6622,16.2012,2,0
161,584.975,151.519,2,0
162,179.972,263.474,2,0
163,554.605,206.444,2,0
164,92.9667,212.246,2,0
165,465.389,53.46,2,0
166,559.861,201.927,2,0
167,141.684,267.033,2,0
168,526.921,122.868,2,0
169,211.175,167.303,2,0
170,335.034,159.77,2,0
171,343.997,237.277,2,0
172,582.141,180.585,2,0
173,383.695,64.1654,2,0
174,551.473,191.188,2,0
175,66.5053,84.0677,2,0
176,372.405,231.244,2,0
177,226.906,277.401,2,0
178,505.177,228.25,2,0
179,429.765,133.592,2,0
180,252.39,241.779,2,0
181,482.423,62.1701,2,0
182,96.7532,61.5351,2,0
183,334.793,80.22,2,0
184,313.429,56.5051,2,0
185,154.519,83.6875,2,0
186,196.929,161.875,2,0
187,288.536,30.6892,2,0
188,321.518,68.8936,2,0
189,435.604,275.142,2,0
190,527.841,140.917,2,0
191,71.3055,162.687,2,0
192,395.983,145.328,2,0
193,318.62,175.104,2,0
194,509.716,251.144,2,0
195,531.469,194.647,2,0
196,509.587,150.576,2,0
