id,x,y,radius,is_spanning
0,100.066,61.0468,2,1
1,19.016,5.5227,2,1
2,73.8568,67.1237,2,1
3,29.1116,2,2,1
4,164.035,35.4777,2,1
5,138.035,90.9929,2,1
6,57.0256,9.02742,2,1
7,146.258,98,2,1
8,55.0013,22.0004,2,1
9,104.717,67.6155,2,1
10,185.112,56.2426,2,1
11,175.223,60.7423,2,1
12,62.9783,12.696,2,1
13,112.036,76.2778,2,1
14,78.9031,21.4452,2,1
15,135.985,53.1222,2,1
16,163.641,22.8611,2,1
17,57.0698,69.8184,2,1
18,45.3883,2,2,1
19,109.246,45.3584,2,1
20,182.451,5.51016,2,1
21,55.7145,62.8494,2,1
22,192.485,22.9084,2,1
23,85.6429,8.35307,2,1
24,93.5471,20.6774,2,1
25,132.075,47.3027,2,1
26,123.946,87.4262,2,1
27,95.7242,86.478,2,1
28,2.11506,50.7022,2,1
29,192.96,58.8073,2,1
30,135.693,36.0363,2,1
31,192.96,79.7185,2,1
32,91.5324,94.4975,2,1
33,139.175,46.848,2,1
34,30.2054,37.2293,2,1
35,89.5543,58.4257,2,1
36,71.8136,92.7487,2,1
37,25.9171,66.2949,2,1
38,21.9207,98,2,1
39,154.22,98,2,1
40,39.3734,31.2565,2,1
41,25.1609,54.3282,2,1
42,135.476,32.0449,2,1
43,150.222,98,2,1
44,188.105,94.5173,2,1
45,22.4355,46.6211,2,1
46,25.037,2,2,1
47,159.053,29.1381,2,1
48,108.329,49.3618,2,1
49,3.97798,82.4023,2,1
50,21.3021,53.5083,2,1
51,144.239,87.5055,2,1
52,125.948,98,2,1
53,152.275,9.47945,2,1
54,154.503,58.5216,2,1
55,168.395,48.9293,2,1
56,81.3181,2,2,1
57,129.575,77.6397,2,1
58,148.504,80.5539,2,1
59,106.394,42.5216,2,1
60,164.438,11.9498,2,1
61,87.2575,55.126,2,1
62,194.783,33.5967,2,1
63,155.605,85.3906,2,1
64,121.971,83.1523,2,1
65,31.0369,12.584,2,1
66,35.1842,12.5667,2,1
67,3.406,40.1513,2,1
68,126.138,79.8731,2,1
69,108.129,60.2796,2,1
70,53.047,2,2,1
71,13.7507,98,2,1
72,138.032,21.9271,2,1
73,57.8761,87.3154,2,1
74,152.708,73.5677,2,1
75,42.6717,20.9265,2,1
76,7.54158,80.6263,2,1
77,83.3007,80.2024,2,1
78,107.706,94.4662,2,1
79,143.392,65.0466,2,1
80,90.155,65.4455,2,1
81,47.5142,32.0955,2,1
82,115.026,21.6322,2,1
83,56.6766,16.2024,2,1
84,85.6025,90.8923,2,1
85,146.182,46.5855,2,1
86,77.6649,51.1656,2,1
87,49.186,10.5924,2,1
88,68.9067,16.282,2,1
89,91.5709,79.4321,2,1
90,136.337,61.1639,2,1
91,167.893,34.3653,2,1
92,118.606,5.94069,2,1
93,50.2559,98,2,1
94,26.7858,58.2817,2,1
95,52.8153,81.1589,2,1
96,177.781,91.1065,2,1
97,67.623,63.9106,2,1
98,117.717,9.80628,2,1
99,100.725,68.1119,2,1
100,190.152,76.747,2,1
101,93.7041,91.0519,2,1
102,134.126,98,2,1
103,179.064,61.8218,2,1
104,146.51,54.813,2,1
105,117.931,83.9784,2,1
106,148.176,18.4032,2,1
107,39.2266,5.60795,2,1
108,118.058,53.629,2,1
109,24.9532,15.9073,2,1
110,184.452,16.0004,2,1
111,156.625,52.4103,2,1
112,24.1424,78.3613,2,1
113,178.037,72.5776,2,1
114,17.6317,35.5508,2,1
115,136.079,57.1859,2,1
116,140.914,2,2,1
117,44.9689,35.42,2,1
118,97.7508,57.7846,2,1
119,20.1625,60.7333,2,1
120,156.132,35.8258,2,1
121,8.69155,16.1667,2,1
122,113.198,44.1087,2,1
123,97.6705,98,2,1
124,89.1269,51.4777,2,1
125,123.649,15.4011,2,1
126,68.7535,45.1717,2,1
127,87.6288,94.4745,2,1
128,183.963,66.9819,2,1
