id,x,y,radius,is_spanning
0,31.4948,37.5294,2,0
1,174.156,86.4923,2,0
2,98.5895,98,2,0
3,22.2737,41.0223,2,0
4,86.7822,28.2336,2,0
5,153.39,90.5879,2,0
6,120.231,62.5875,2,0
7,13.8359,77.2368,2,0
8,77.288,8.73251,2,0
9,63.621,58.3495,2,0
10,31.3316,43.9446,2,0
11,165.462,41.4265,2,0
12,2.84079,39.2453,2,0
13,42.3013,23.2598,2,0
14,184.394,70.1576,2,0
15,154.109,42.0474,2,0
16,22.0547,36.6013,2,0
17,13.706,89.8277,2,0
18,66.0571,35.7899,2,0
19,120.459,68.4315,2,0
20,199.028,6.30627,2,0
21,7.71479,72.0619,2,0
22,11.6871,44.5015,2,0
23,67.0212,26.8213,2,0
24,59.8056,23.1579,2,0
25,0.382901,22.3675,2,0
26,81.7707,2,2,0
27,19.3337,44.0465,2,0
28,169.067,5.2914,2,0
29,136.669,85.9244,2,0
30,50.3861,83.3304,2,0
31,163.969,5.12757,2,0
32,154.431,62.6566,2,0
33,139.192,81.1678,2,0
34,132.726,79.6616,2,0
35,159.699,32.1138,2,0
36,195.067,38.2053,2,0
37,175.073,74.0842,2,0
38,87.6347,93.38,2,0
39,60.1988,60.735,2,0
40,83.8414,24.116,2,0
41,79.8303,55.8018,2,0
42,171.17,75.3188,2,0
43,110.176,60.2097,2,0
44,88.1844,37.9612,2,0
45,136.845,25.64,2,0
46,123.674,64.9516,2,0
47,7.51929,49.8295,2,0
48,57.2374,54.3442,2,0
49,35.6602,59.3693,2,0
50,166.338,86.6586,2,0
51,57.3018,15.9107,2,0
52,88.6015,65.6763,2,0
53,4.39388,21.611,2,0
54,10.722,7.34613,2,0
55,141.914,71.6348,2,0
56,173.274,9.24305,2,0
57,46.2722,21.2133,2,0
58,185.769,24.6574,2,0
59,53.3924,5.28358,2,0
60,151.054,55.4613,2,0
61,22.4935,88.4996,2,0
62,166.304,77.2014,2,0
63,99.1523,91.272,2,0
64,78.8544,75.2719,2,0
65,179.572,52.9846,2,0
66,194.168,69.3425,2,0
67,22.0122,74.7698,2,0
68,175.437,52.5656,2,0
69,66.4879,69.9825,2,0
70,39.3033,89.0468,2,0
71,121.6,58.6911,2,0
72,8.27296,98,2,0
73,138.837,74.8132,2,0
74,136.451,9.62434,2,0
75,93.1807,12.149,2,0
76,148.944,2,2,0
77,166.782,21.8463,2,0
78,83.6046,81.2252,2,0
79,120.781,87.4911,2,0
80,177.268,35.3964,2,0
81,186.028,59.358,2,0
82,42.1952,84.6396,2,0
83,112.511,41.7249,2,0
84,137.246,34.9507,2,0
85,39.0307,62.5123,2,0
86,114.751,62.5751,2,0
87,69.5193,33.5405,2,0
88,69.2977,58.5911,2,0
89,89.8799,19.3666,2,0
90,12.884,67.1135,2,0
91,137.009,97.0219,2,0
92,77.8588,98,2,0
93,144.543,74.7041,2,0
94,31.288,2,2,0
95,47.8466,55.1831,2,0
96,143.452,66.8743,2,0
97,22.1316,7.32902,2,0
98,82.0084,59.7985,2,0
99,88.6884,15.4559,2,0
100,10.8769,52.4732,2,0
101,3.46938,43.2568,2,0
102,98.4877,5.91452,2,0
103,165.391,69.9829,2,0
104,126.797,72.3976,2,0
105,190.186,94.3818,2,0
106,14.5291,54.3144,2,0
107,136.366,2,2,0
108,81.6858,44.5962,2,0
109,122.056,98.3707,2,0
110,32.528,51.5956,2,0
111,125.377,18.7856,2,0
112,165.873,12.5386,2,0
113,168.005,28.9957,2,0
114,63.9292,6.59875,2,0
115,102.998,35.1521,2,0
116,180.688,22.6341,2,0
117,96.1452,88.622,2,0
118,39.3241,2.19273,2,0
119,83.8385,51.2797,2,0
120,45.4375,47.8548,2,0
121,3.69636,51.2345,2,0
122,121.461,50.6048,2,0
123,74.8306,5.49534,2,0
124,30.223,5.96052,2,0
125,113.02,91.5212,2,0
126,8.46701,42.014,2,0
127,156.787,11.6396,2,0
128,164.465,45.8782,2,0
129,186.301,76.7051,2,0
130,108.838,49.0307,2,0
131,24.0563,92.343,2,0
132,18.3732,39.831,2,0
133,129.15,54.3123,2,0
134,190.052,18.6256,2,0
135,34.691,90.4721,2,0
136,39.9579,51.5319,2,0
137,147.1,93.9417,2,0
138,154.555,0.153722,2,0
139,167.632,73.3215,2,0
140,1.35924,94.0891,2,0
141,98.9357,68.7368,2,0
142,46.7956,90.74,2,0
143,197.631,58.2731,2,0
144,23.2873,31.9704,2,0
145,117.378,65.6794,2,0
146,155.529,72.2057,2,0
147,89.5716,84.4671,2,0
148,161.794,12.8787,2,0
149,0.395511,35.9472,2,0
150,13.9958,59.22,2,0
151,26.6378,88.9702,2,0
152,144.945,27.3198,2,0
153,91.3698,91.6093,2,0
154,157.489,52.6047,2,0
155,35.647,37.6671,2,0
156,46.9768,75.0754,2,0
157,108.081,98,2,0
158,16.0821,2,2,0
159,181.591,88.2383,2,0
160,186.227,9.92496,2,0
161,47.9137,86.7652,2,0
162,138.833,14.7437,2,0
163,190.835,63.4798,2,0
164,140.913,25.3468,2,0
165,118.016,16.9235,2,0
166,173.394,90.4394,2,0
167,176.709,23.6126,2,0
168,101.265,80.8755,2,0
169,148.698,74.5271,2,0
170,36.0724,94.2792,2,0
171,129.838,13.4177,2,0
172,81.0853,68.953,2,0
173,9.70636,60.5135,2,0
174,44.9737,7.97081,2,0
175,5.72126,61.0573,2,0
176,108.739,40.1369,2,0
177,20.9912,64.0947,2,0
178,57.2942,20.0198,2,0
179,84.6989,67.0358,2,0
180,125.965,83.7798,2,0
181,59.0957,98,2,0
182,18.0803,35.7993,2,0
183,76.0343,38.4458,2,0
184,161.31,70.0082,2,0
185,56.7295,45.2604,2,0
186,84.1387,32.4577,2,0
187,122.049,15.8871,2,0
188,35.0701,10.8149,2,0
189,189.189,46.6086,2,0
190,109.219,14.5684,2,0
191,78.5551,16.0246,2,0
192,11.1032,30.8368,2,0
193,4.39568,65.0137,2,0
194,54.4852,76.6969,2,0
195,74.6298,24.8351,2,0
196,198.721,39.9532,2,0
197,46.2075,25.2268,2,0
198,77.2276,67.4045,2,0
199,112.576,10.6564,2,0
200,25.8389,38.0584,2,0
201,121.073,54.629,2,0
202,158.738,8.10285,2,0
203,35.3203,2,2,0
204,90.2042,23.4949,2,0
205,56.7871,68.7788,2,0
206,88.8892,73.7843,2,0
207,21.7223,28.2833,2,0
208,191.079,37.5636,2,0
209,170.53,93.9389,2,0
210,142.866,21.8444,2,0
211,129.133,34.4183,2,0
212,9.54266,14.9501,2,0
213,114.803,82.4108,2,0
214,90.3893,30.1222,2,0
215,67.9298,7.27134,2,0
216,86.1196,61.7912,2,0
217,117.912,98,2,0
218,183.181,81.9439,2,0
219,64.9479,89.3835,2,0
220,140.255,44.4767,2,0
221,134.701,67.2073,2,0
222,14.9787,42.1202,2,0
223,17.1507,8.98949,2,0
224,150.42,35.8253,2,0
225,158.159,41.0163,2,0
226,70.9778,20.5746,2,0
227,161.268,2,2,0
228,103.347,73.0346,2,0
229,187.066,80.7163,2,0
230,162.904,9.02008,2,0
231,10.5321,79.7148,2,0
232,198.108,68.4672,2,0
233,121.064,72.4096,2,0
234,138.808,21.8982,2,0
235,115.383,44.5433,2,0
236,71.8453,8.16941,2,0
237,152.167,9.40299,2,0
238,80.8869,12.7552,2,0
239,194.324,9.97098,2,0
240,77.9424,82.8664,2,0
241,31.6474,60.4243,2,0
242,180.597,98,2,0
243,141.058,33.5633,2,0
244,193.944,17.5374,2,0
245,147.63,9.59748,2,0
246,49.3581,27.8138,2,0
247,61.1419,17.1024,2,0
248,192.715,86.2527,2,0
249,169.682,11.2944,2,0
250,185.758,65.6811,2,0
251,133.377,75.4945,2,0
252,81.5264,8.69894,2,0
253,151.946,16.5132,2,0
254,168.232,38.4177,2,0
255,173.162,30.3396,2,0
256,108.199,3.93244,2,0
257,193.691,31.7108,2,0
258,83.9996,5.45243,2,0
259,112.663,16.6653,2,0
260,121.186,76.5301,2,0
261,161.037,38.1196,2,0
262,190.581,14.0298,2,0
263,18.7452,77.3461,2,0
264,64.9543,73.7094,2,0
265,91.07,44.5915,2,0
266,91.1493,80.6658,2,0
267,94.2123,83.3658,2,0
268,168.877,81.4758,2,0
269,170.292,59.9376,2,0
270,115.789,94.4671,2,0
271,19.8425,81.2459,2,0
272,141.049,59.0213,2,0
273,138.929,6.3341,2,0
274,198.554,47.8313,2,0
275,77.7332,71.3811,2,0
276,44.5917,71.6435,2,0
277,8.39998,3.77742,2,0
278,77.4767,34.3409,2,0
279,66.6785,54.5287,2,0
280,177.318,89.3141,2,0
281,37.748,15.4397,2,0
282,189.893,24.9525,2,0
283,62.8556,28.904,2,0
284,102.801,98,2,0
285,50.5149,77.8327,2,0
286,100.506,2.37204,2,0
287,5.8898,17.5064,2,0
288,23.002,78.7171,2,0
289,113.036,74.739,2,0
290,144.372,87.9545,2,0
291,194.604,65.292,2,0
292,16.8463,97.2032,2,0
293,11.6628,71.2124,2,0
294,162.837,81.6525,2,0
295,66.0553,41.6229,2,0
296,107.953,8.54443,2,0
297,115.844,4.92607,2,0
298,45.1238,32.4784,2,0
299,96.0403,33.2482,2,0
300,37.6012,98,2,0
301,131.208,3.93079,2,0
302,197.232,25.2809,2,0
303,119.36,31.7431,2,0
304,50.7419,73.6701,2,0
305,55.0586,62.1555,2,0
306,172.86,26.2876,2,0
307,136.253,43.7546,2,0
308,18.5629,5.13826,2,0
